tn;begin;end
2450391;12.11.2019;31.12.9999
2450470;27.11.2019;31.12.9999
2450584;15.03.2019;31.12.9999
2450651;26.03.2019;31.12.9999
2450679;01.04.2019;31.12.9999
2450692;03.04.2019;31.12.9999
2450808;26.09.2020;31.12.9999
2450865;01.04.2020;31.12.9999
2452134;20.11.2019;31.12.9999
2452304;09.12.2019;31.12.9999
2452680;14.09.2020;31.12.9999
2454037;09.09.2020;31.12.9999
2454089;11.09.2020;31.12.9999
2454277;28.09.2020;31.12.9999
2454318;30.09.2020;31.12.9999
2454432;13.10.2020;31.12.9999
