tn;begin;end
2310060;01.01.2018;31.12.9999
2310061;01.01.2018;31.12.9999
2310062;02.01.2018;31.12.9999
2310063;09.01.2020;31.12.9999
2310067;01.01.2019;31.12.9999
2310068;01.01.2014;31.12.9999
2310069;10.01.2006;31.12.9999
2310070;01.01.2018;31.12.9999
2310073;22.12.2003;31.12.9999
2310078;19.06.2019;31.12.9999
2310079;12.05.2020;31.12.9999
2310081;22.05.2009;31.12.9999
2310082;04.02.2019;31.12.9999
2310083;09.04.2014;31.12.9999
2310084;09.01.2020;31.12.9999
2310085;02.01.2018;31.12.9999
2310086;02.01.2018;31.12.9999
2310087;01.01.2018;31.12.9999
2310088;01.11.2011;31.12.9999
2310089;25.01.2011;31.12.9999
2310090;09.01.2018;31.12.9999
2310091;02.01.2018;31.12.9999
2310092;02.01.2018;31.12.9999
2310093;07.02.2013;31.12.9999
2310094;01.10.2019;31.12.9999
2310095;02.01.2018;31.12.9999
2310096;02.01.2018;31.12.9999
2310097;22.01.2018;31.12.9999
2310098;02.01.2018;31.12.9999
2310100;02.01.2018;31.12.9999
2310101;30.01.2018;31.12.9999
2310102;02.01.2018;31.12.9999
2310103;02.01.2016;31.12.9999
2310104;01.12.2013;31.12.9999
2310105;02.01.2016;31.12.9999
2310106;23.01.2017;31.12.9999
2310106;02.01.2018;31.12.9999
2310107;02.01.2018;31.12.9999
2310108;02.01.2018;31.12.9999
2310110;09.01.2014;31.12.9999
2310111;09.01.2019;31.12.9999
2310112;01.08.2018;31.12.9999
2310113;09.06.2014;31.12.9999
2310114;29.10.2019;31.12.9999
2310117;20.03.2006;31.12.9999
2310118;24.01.2011;31.12.9999
2310119;01.04.2018;31.12.9999
2310120;02.07.2020;31.12.9999
2310122;02.01.2016;31.12.9999
2310123;01.10.2017;31.12.9999
2310124;18.05.2020;31.12.9999
2310125;02.01.2016;31.12.9999
2310127;02.01.2016;31.12.9999
2310129;01.12.2001;31.12.9999
2310130;01.10.2017;31.12.9999
2310131;01.01.2018;31.12.9999
2310132;01.01.2018;31.12.9999
2310133;11.01.2010;31.12.9999
2310134;16.11.2004;31.12.9999
2310135;01.01.2018;31.12.9999
2310136;19.02.2007;31.12.9999
2310138;01.09.2017;31.12.9999
2310139;01.03.2009;31.12.9999
2310142;01.01.2014;31.12.9999
2310143;01.01.2018;31.12.9999
2310144;01.01.2018;31.12.9999
2310145;17.04.2017;31.12.9999
2310146;01.01.2018;31.12.9999
2310149;01.02.2019;31.12.9999
2310150;01.02.2019;31.12.9999
2310151;01.02.2019;31.12.9999
2310152;01.02.2019;31.12.9999
2310153;13.10.2014;31.12.9999
2310154;01.01.2015;31.12.9999
2310155;05.08.2008;31.12.9999
2310157;18.04.2013;31.12.9999
2310158;25.05.2018;31.12.9999
2310159;15.03.2007;31.12.9999
