tn;begin;end
804578;01.11.2018;31.12.9999
804584;11.07.2019;31.12.9999
804585;01.11.2018;31.12.9999
804591;01.11.2018;31.12.9999
804593;01.11.2018;31.12.9999
804599;01.11.2018;31.12.9999
804600;16.05.2019;31.12.9999
804603;01.11.2018;31.12.9999
804604;27.05.2019;31.12.9999
804611;01.11.2018;31.12.9999
804615;16.12.2019;31.12.9999
804618;01.11.2018;31.12.9999
804619;03.07.2017;31.12.9999
804623;01.11.2018;31.12.9999
804625;01.11.2018;31.12.9999
804629;16.01.2018;31.12.9999
804630;01.02.2020;31.12.9999
804638;17.08.2020;31.12.9999
804639;01.08.2017;31.12.9999
804640;28.06.2019;31.12.9999
804643;01.05.2019;31.12.9999
804645;16.10.2019;31.12.9999
804650;09.01.2019;31.12.9999
804651;06.08.2014;31.12.9999
804652;14.08.2020;31.12.9999
804653;03.04.2019;31.12.9999
804661;01.11.2018;31.12.9999
804662;09.01.2018;31.12.9999
804667;01.11.2018;31.12.9999
804670;01.11.2018;31.12.9999
804680;28.08.2020;31.12.9999
804681;07.08.2017;31.12.9999
804683;01.11.2019;31.12.9999
804702;04.03.2019;31.12.9999
804703;20.12.2019;31.12.9999
804704;01.08.2018;31.12.9999
804707;01.08.2018;31.12.9999
804716;01.11.2018;31.12.9999
804717;28.08.2020;31.12.9999
804721;16.05.2019;31.12.9999
804732;01.08.2017;31.12.9999
804735;03.09.2019;31.12.9999
804737;01.11.2018;31.12.9999
804738;01.11.2018;31.12.9999
804742;02.10.2020;31.12.9999
804746;30.07.2019;31.12.9999
804750;01.08.2018;31.12.9999
