rp;tn;begin;end
70;603197;01.04.2019;31.12.9999
70;603198;10.10.2008;31.12.9999
70;603198;01.04.2019;31.12.9999
70;603201;14.03.2011;31.12.9999
70;603203;01.09.2017;31.12.9999
70;603204;16.01.2012;31.12.9999
70;603204;23.08.2017;31.12.9999
70;603205;13.10.2008;31.12.9999
70;603206;04.09.2017;31.12.9999
70;603207;10.10.2008;31.12.9999
70;603207;12.11.2012;31.12.9999
70;603207;01.04.2019;31.12.9999
70;603208;01.01.2020;31.12.9999
70;603210;01.08.2011;31.12.9999
70;603210;01.11.2016;31.12.9999
70;603211;07.11.2011;31.12.9999
70;603211;25.12.2013;31.12.9999
70;603211;01.04.2019;31.12.9999
70;603212;10.10.2008;31.12.9999
70;603212;28.03.2018;31.12.9999
70;603214;01.10.2010;31.12.9999
70;603215;31.12.2003;31.12.9999
70;603215;01.03.2012;31.12.9999
70;603215;01.05.2015;31.12.9999
70;603217;06.12.2019;31.12.9999
70;603220;10.09.2009;31.12.9999
70;603220;01.04.2019;31.12.9999
70;603221;03.12.2012;31.12.9999
70;603221;02.12.2013;31.12.9999
70;603221;08.09.2014;31.12.9999
70;603222;15.03.2011;31.12.9999
70;603222;22.09.2016;31.12.9999
70;603222;01.01.2019;31.12.9999
70;603226;03.04.2009;31.12.9999
70;603226;01.01.2017;31.12.9999
70;603226;01.07.2017;31.12.9999
70;603227;01.11.2020;31.12.9999
70;603228;01.05.2012;31.12.9999
70;603228;01.04.2019;31.12.9999
70;603230;16.08.2013;31.12.9999
70;603230;12.05.2014;31.12.9999
70;603230;01.01.2016;31.12.9999
70;603230;11.03.2016;31.12.9999
70;603230;01.01.2017;31.12.9999
70;603230;01.01.2020;31.12.9999
70;603231;12.12.2012;31.12.9999
70;603231;12.09.2016;31.12.9999
70;603232;01.01.2019;31.12.9999
70;603232;23.09.2020;31.12.9999
70;603233;25.12.2013;31.12.9999
70;603233;04.02.2019;31.12.9999
70;603233;06.05.2019;31.12.9999
70;603234;01.10.2003;31.12.9999
70;603234;01.11.2005;31.12.9999
70;603234;26.10.2020;31.12.9999
70;603236;17.02.2014;31.12.9999
70;603237;06.04.2011;31.12.9999
70;603237;11.07.2013;31.12.9999
70;603242;01.10.2016;31.12.9999
70;603242;01.06.2019;31.12.9999
70;603243;13.07.2011;31.12.9999
70;603243;01.01.2016;31.12.9999
70;603244;01.01.2012;31.12.9999
70;603246;21.10.2004;31.12.9999
70;603246;15.03.2013;31.12.9999
70;603246;01.04.2019;31.12.9999
70;603247;01.01.2013;31.12.9999
70;603247;27.04.2017;31.12.9999
70;603247;01.04.2019;31.12.9999
70;603253;11.06.2003;31.12.9999
70;603253;01.06.2020;31.12.9999
70;603254;14.12.2011;31.12.9999
70;603254;01.01.2016;31.12.9999
70;603256;07.10.2013;31.12.9999
70;603258;01.01.2006;31.12.9999
70;603258;18.09.2017;31.12.9999
70;603259;05.03.2014;31.12.9999
70;603259;01.04.2019;31.12.9999
70;603261;26.11.2014;31.12.9999
70;603265;01.10.2007;31.12.9999
70;603265;01.05.2013;31.12.9999
70;603265;26.10.2015;31.12.9999
70;603265;25.01.2016;31.12.9999
70;603266;11.02.2013;31.12.9999
70;603266;01.12.2013;31.12.9999
70;603266;01.04.2019;31.12.9999
70;603270;21.08.2013;31.12.9999
70;603271;26.02.2008;31.12.9999
70;603277;01.01.2010;31.12.9999
70;603277;01.01.2017;31.12.9999
70;603284;04.10.2013;31.12.9999
70;603284;12.09.2016;31.12.9999
70;603285;29.01.2014;31.12.9999
70;603288;16.09.2005;31.12.9999
70;603288;12.10.2011;31.12.9999
70;603288;05.12.2019;31.12.9999
70;603291;01.01.2010;31.12.9999
70;603291;01.01.2016;31.12.9999
70;603291;01.04.2019;31.12.9999
70;603293;12.03.2009;31.12.9999
70;603293;01.01.2013;31.12.9999
70;603293;17.12.2018;31.12.9999
70;603293;07.01.2019;31.12.9999
70;603294;19.02.2007;31.12.9999
70;603294;16.02.2010;31.12.9999
70;603294;01.01.2015;31.12.9999
70;603294;01.05.2019;31.12.9999
70;603295;01.12.2011;31.12.9999
70;603295;01.01.2014;31.12.9999
70;603296;01.01.2010;31.12.9999
70;603296;01.12.2020;31.12.9999
70;603297;09.11.2015;31.12.9999
70;603298;31.12.2015;31.12.9999
70;603299;12.11.2012;31.12.9999
70;603302;24.01.2013;31.12.9999
70;603302;01.09.2016;31.12.9999
70;603302;01.10.2019;31.12.9999
70;603303;01.01.2010;31.12.9999
70;603303;01.01.2019;31.12.9999
70;603305;23.01.2012;31.12.9999
70;603305;01.01.2016;31.12.9999
70;603305;01.01.2019;31.12.9999
70;603308;01.01.2010;31.12.9999
70;603308;01.09.2018;31.12.9999
70;603309;01.01.2016;31.12.9999
70;603312;01.01.2016;31.12.9999
70;603312;01.01.2019;31.12.9999
70;603313;21.01.2013;31.12.9999
70;603313;01.01.2016;31.12.9999
70;603313;01.04.2019;31.12.9999
70;603314;22.11.2011;31.12.9999
70;603314;04.03.2014;31.12.9999
70;603314;25.04.2014;31.12.9999
70;603314;01.06.2015;31.12.9999
70;603314;01.04.2019;31.12.9999
70;603315;01.08.2006;31.12.9999
70;603315;01.01.2013;31.12.9999
70;603315;26.04.2014;31.12.9999
70;603315;01.01.2016;31.12.9999
70;603316;01.01.2016;31.12.9999
70;603317;16.02.2012;31.12.9999
70;603317;26.12.2013;31.12.9999
70;603318;01.07.2005;31.12.9999
70;603318;01.01.2013;31.12.9999
70;603318;01.01.2016;31.12.9999
70;603319;08.11.2011;31.12.9999
70;603319;01.02.2016;31.12.9999
70;603321;11.09.1998;31.12.9999
70;603321;01.02.2010;31.12.9999
70;603322;11.03.1992;31.12.9999
70;603322;14.08.2006;31.12.9999
70;603322;26.02.2014;31.12.9999
70;603323;01.09.2017;31.12.9999
70;603326;01.01.2013;31.12.9999
70;603326;01.01.2016;31.12.9999
70;603326;13.01.2017;31.12.9999
70;603326;22.02.2017;31.12.9999
70;603329;03.04.2017;31.12.9999
70;603331;01.03.2012;31.12.9999
70;603331;01.03.2019;31.12.9999
70;603342;01.03.1999;31.12.9999
70;603342;01.01.2016;31.12.9999
70;603344;11.02.2013;31.12.9999
70;603344;01.07.2014;31.12.9999
70;603344;01.01.2019;31.12.9999
70;603344;01.04.2019;31.12.9999
70;603345;10.10.2008;31.12.9999
70;603345;11.05.2016;31.12.9999
70;603348;01.01.2010;31.12.9999
70;603348;27.01.2014;31.12.9999
70;603350;19.10.2011;31.12.9999
70;603350;11.12.2017;31.12.9999
70;603351;01.01.2010;31.12.9999
70;603351;12.02.2020;31.12.9999
70;603353;01.06.1994;31.12.9999
70;603353;01.01.2013;31.12.9999
70;603353;19.12.2014;31.12.9999
70;603358;01.01.2010;31.12.9999
70;603358;04.07.2016;31.12.9999
70;603360;28.10.2011;31.12.9999
70;603360;01.01.2016;31.12.9999
70;603362;24.06.1992;31.12.9999
70;603362;01.01.2013;31.12.9999
70;603362;01.01.2016;31.12.9999
70;603364;01.12.2018;31.12.9999
70;603365;01.01.2013;31.12.9999
70;603365;01.01.2016;31.12.9999
70;603367;14.11.2013;31.12.9999
70;603367;01.07.2014;31.12.9999
70;603367;01.01.2016;31.12.9999
70;603367;01.01.2018;31.12.9999
70;603367;01.04.2019;31.12.9999
70;603368;09.01.2007;31.12.9999
70;603368;02.04.2014;31.12.9999
70;603370;24.02.2015;31.12.9999
70;603370;01.01.2018;31.12.9999
70;603370;05.10.2018;31.12.9999
70;603370;01.01.2020;31.12.9999
70;603374;24.12.2013;31.12.9999
70;603376;13.01.2012;31.12.9999
70;603376;01.01.2018;31.12.9999
70;603377;13.12.2018;31.12.9999
70;603380;01.09.2012;31.12.9999
70;603380;20.11.2012;31.12.9999
70;603381;21.10.2019;31.12.9999
70;603383;01.01.2011;31.12.9999
70;603383;01.01.2014;31.12.9999
70;603385;01.02.2013;31.12.9999
70;603388;01.01.2011;31.12.9999
70;603388;01.01.2014;31.12.9999
70;603389;05.01.2004;31.12.9999
70;603389;06.11.2013;31.12.9999
70;603390;03.05.2004;31.12.9999
70;603390;01.01.2016;31.12.9999
70;603391;01.01.2010;31.12.9999
70;603391;31.03.2011;31.12.9999
70;603392;10.10.2008;31.12.9999
70;603392;01.02.2009;31.12.9999
70;603392;28.03.2016;31.12.9999
70;603392;08.12.2017;31.12.9999
70;603394;20.10.2020;31.12.9999
70;603395;02.07.2018;31.12.9999
70;603396;01.01.2013;31.12.9999
70;603396;01.01.2019;31.12.9999
70;603399;30.01.2014;31.12.9999
70;603399;01.12.2016;31.12.9999
70;603399;01.01.2017;31.12.9999
70;603400;01.10.2018;31.12.9999
70;603401;01.01.2016;31.12.9999
70;603401;01.11.2018;31.12.9999
70;603402;11.02.2013;31.12.9999
70;603402;01.04.2019;31.12.9999
70;603403;01.01.2010;31.12.9999
70;603404;17.09.2012;31.12.9999
70;603404;11.02.2013;31.12.9999
70;603404;01.12.2013;31.12.9999
70;603404;26.10.2015;31.12.9999
70;603404;27.01.2016;31.12.9999
70;603404;15.08.2016;31.12.9999
70;603404;16.05.2019;31.12.9999
70;603406;01.06.2018;31.12.9999
70;603407;08.02.2012;31.12.9999
70;603407;01.01.2013;31.12.9999
70;603407;01.01.2017;31.12.9999
70;603407;30.03.2020;31.12.9999
70;603408;01.05.2013;31.12.9999
70;603408;01.04.2019;31.12.9999
70;603410;25.05.2015;31.12.9999
70;603411;16.12.2003;31.12.9999
70;603411;01.01.2010;31.12.9999
70;603412;01.01.2016;31.12.9999
70;603413;31.05.2020;31.12.9999
70;603414;01.01.2010;31.12.9999
70;603414;06.02.2012;31.12.9999
70;603415;01.01.2016;31.12.9999
70;603415;23.01.2019;31.12.9999
70;603416;24.10.2013;31.12.9999
70;603416;01.01.2017;31.12.9999
70;603417;23.10.2001;31.12.9999
70;603418;11.02.2013;31.12.9999
70;603418;01.04.2019;31.12.9999
70;603419;16.12.2017;31.12.9999
70;603419;20.02.2020;31.12.9999
70;603421;08.12.2003;31.12.9999
70;603421;19.01.2013;31.12.9999
70;603421;27.04.2020;31.12.9999
70;603423;23.10.2017;31.12.9999
70;603426;01.11.2011;31.12.9999
70;603426;01.01.2017;31.12.9999
70;603426;17.10.2019;31.12.9999
70;603427;01.09.2017;31.12.9999
70;603429;12.01.2010;31.12.9999
70;603429;01.01.2019;31.12.9999
70;603430;10.10.2008;31.12.9999
70;603430;14.06.2016;31.12.9999
70;603432;13.01.2011;31.12.9999
70;603432;04.07.2016;31.12.9999
70;603433;10.10.2008;31.12.9999
70;603434;22.09.2009;31.12.9999
70;603434;01.12.2010;31.12.9999
70;603434;01.01.2018;31.12.9999
70;603434;20.08.2018;31.12.9999
70;603435;30.10.2008;31.12.9999
70;603435;02.06.2014;31.12.9999
70;603435;25.10.2015;31.12.9999
70;603436;21.01.2010;31.12.9999
70;603436;01.01.2015;31.12.9999
70;603436;01.04.2019;31.12.9999
70;603438;01.11.2017;31.12.9999
70;603438;04.10.2018;31.12.9999
70;603438;01.04.2019;31.12.9999
70;603439;01.09.2017;31.12.9999
70;603439;09.01.2019;31.12.9999
70;603440;10.10.2008;31.12.9999
70;603443;01.07.2014;31.12.9999
70;603443;27.01.2015;31.12.9999
70;603443;31.12.2015;31.12.9999
70;603443;01.01.2016;31.12.9999
70;603443;11.01.2016;31.12.9999
70;603443;01.09.2017;31.12.9999
70;603450;03.02.2014;31.12.9999
70;603450;01.01.2017;31.12.9999
70;603450;01.05.2017;31.12.9999
70;603450;11.11.2020;31.12.9999
70;603451;29.10.2012;31.12.9999
70;603456;01.11.2020;31.12.9999
70;603457;01.09.2012;31.12.9999
70;603457;05.08.2014;31.12.9999
70;603457;25.11.2016;31.12.9999
70;603457;01.01.2019;31.12.9999
70;603458;03.09.2012;31.12.9999
70;603458;21.05.2014;31.12.9999
70;603458;21.06.2017;31.12.9999
70;603459;06.01.2020;31.12.9999
70;603460;05.10.2012;31.12.9999
70;603461;02.11.2012;31.12.9999
70;603461;01.07.2019;31.12.9999
70;603470;29.11.2010;31.12.9999
70;603470;06.05.2011;31.12.9999
70;603470;10.02.2020;31.12.9999
70;603471;22.12.2011;31.12.9999
70;603471;24.09.2015;31.12.9999
70;603471;08.02.2019;31.12.9999
70;603472;07.08.2017;31.12.9999
70;603473;18.05.2011;31.12.9999
70;603473;27.12.2013;31.12.9999
70;603473;26.03.2014;31.12.9999
70;603473;01.01.2016;31.12.9999
70;603473;13.03.2018;31.12.9999
70;603474;10.02.2012;31.12.9999
70;603474;01.02.2016;31.12.9999
70;603474;17.08.2019;31.12.9999
70;603475;02.05.2012;31.12.9999
70;603475;26.02.2014;31.12.9999
70;603475;23.04.2014;31.12.9999
70;603476;06.09.2010;31.12.9999
70;603476;04.11.2018;31.12.9999
70;603477;26.01.2016;31.12.9999
70;603477;18.12.2018;31.12.9999
70;603477;01.12.2020;31.12.9999
70;603478;13.02.2012;31.12.9999
70;603478;10.07.2013;31.12.9999
70;603478;13.03.2015;31.12.9999
70;603478;18.06.2016;31.12.9999
70;603478;06.08.2016;31.12.9999
70;603480;06.02.2012;31.12.9999
70;603480;01.01.2016;31.12.9999
70;603480;23.03.2020;31.12.9999
70;603481;09.08.2010;31.12.9999
70;603481;22.04.2013;31.12.9999
70;603482;17.08.2010;31.12.9999
70;603482;01.01.2014;31.12.9999
70;603482;01.06.2015;31.12.9999
70;603484;01.08.2018;31.12.9999
70;603485;01.08.2015;31.12.9999
70;603485;11.07.2017;31.12.9999
70;603486;06.02.2012;31.12.9999
70;603486;01.01.2019;31.12.9999
70;603487;26.05.2017;31.12.9999
70;603488;15.12.2010;31.12.9999
70;603488;09.12.2013;31.12.9999
70;603488;01.01.2017;31.12.9999
70;603489;08.08.2016;31.12.9999
70;603490;11.12.2012;31.12.9999
70;603490;27.04.2015;31.12.9999
70;603490;01.02.2018;31.12.9999
70;603490;10.02.2020;31.12.9999
70;603491;09.09.2013;31.12.9999
70;603491;05.05.2014;31.12.9999
70;603491;15.07.2017;31.12.9999
70;603492;17.12.2012;31.12.9999
70;603492;09.11.2020;31.12.9999
70;603493;01.12.2016;31.12.9999
70;603494;30.12.2011;31.12.9999
70;603494;01.12.2014;31.12.9999
70;603494;01.01.2017;31.12.9999
70;603494;26.11.2018;31.12.9999
70;603495;09.07.2010;31.12.9999
70;603495;05.05.2012;31.12.9999
70;603495;18.07.2016;31.12.9999
70;603495;01.10.2019;31.12.9999
70;603508;16.07.2009;31.12.9999
70;603508;25.10.2016;31.12.9999
70;603508;27.09.2017;31.12.9999
70;603526;18.10.2012;31.12.9999
70;603534;01.10.2019;31.12.9999
70;603537;14.07.2014;31.12.9999
70;603540;11.01.2014;31.12.9999
70;603541;01.01.2018;31.12.9999
70;603542;12.09.2011;31.12.9999
70;603544;25.02.2013;31.12.9999
70;603546;01.06.1992;31.12.9999
70;603546;12.06.2014;31.12.9999
70;603551;07.06.1995;31.12.9999
70;603551;01.09.2015;31.12.9999
70;603556;18.06.1984;31.12.9999
70;603556;20.09.1993;31.12.9999
70;603561;16.02.2005;31.12.9999
70;603561;01.01.2016;31.12.9999
70;603561;01.11.2018;31.12.9999
70;603564;24.03.2014;31.12.9999
70;603586;11.02.2013;31.12.9999
70;603590;01.02.2015;31.12.9999
70;603593;03.06.2013;31.12.9999
70;603594;15.01.2013;31.12.9999
70;603595;01.01.2013;31.12.9999
70;603597;05.07.2013;31.12.9999
70;603598;22.04.2013;31.12.9999
70;603598;01.12.2013;31.12.9999
70;603598;01.01.2016;31.12.9999
70;603598;01.04.2019;31.12.9999
70;603599;28.08.2008;31.12.9999
70;603599;11.02.2013;31.12.9999
70;603601;07.11.2016;31.12.9999
70;603604;11.02.2013;31.12.9999
70;603604;18.06.2019;31.12.9999
70;603606;10.10.2008;31.12.9999
70;603606;01.01.2013;31.12.9999
70;603607;17.08.2015;31.12.9999
70;603607;17.04.2018;31.12.9999
70;603608;10.10.2008;31.12.9999
70;603608;01.01.2013;31.12.9999
70;603608;20.08.2017;31.12.9999
70;603608;23.04.2018;31.12.9999
70;603610;01.01.2013;31.12.9999
70;603610;01.04.2015;31.12.9999
70;603610;01.01.2016;31.12.9999
70;603612;01.05.2013;31.12.9999
70;603613;19.02.2007;31.12.9999
70;603615;29.12.2008;31.12.9999
70;603618;19.01.2011;31.12.9999
70;603620;11.10.2017;31.12.9999
70;603621;01.10.2008;31.12.9999
70;603621;01.01.2014;31.12.9999
70;603623;18.03.2013;31.12.9999
70;603625;19.03.2013;31.12.9999
70;603626;01.01.2016;31.12.9999
70;603627;01.01.2010;31.12.9999
70;603628;24.10.2006;31.12.9999
70;603628;01.01.2010;31.12.9999
70;603629;09.04.2004;31.12.9999
70;603629;01.06.2016;31.12.9999
70;603630;28.02.2018;31.12.9999
70;603631;21.02.2002;31.12.9999
70;603632;21.05.2012;31.12.9999
70;603632;15.08.2012;31.12.9999
70;603632;06.08.2014;31.12.9999
70;603632;01.01.2019;31.12.9999
70;603632;01.04.2019;31.12.9999
70;603633;13.08.2019;31.12.9999
70;603634;01.06.2013;31.12.9999
70;603634;01.05.2019;31.12.9999
70;603636;01.01.2019;31.12.9999
70;603637;20.08.2009;31.12.9999
70;603637;01.01.2017;31.12.9999
70;603638;01.07.2013;31.12.9999
70;603640;14.08.2012;31.12.9999
70;603641;05.03.2014;31.12.9999
70;603641;09.07.2018;31.12.9999
70;603642;17.03.2014;31.12.9999
70;603644;16.03.2016;31.12.9999
70;603645;02.10.2019;31.12.9999
70;603647;23.12.2013;31.12.9999
70;603650;01.01.2016;31.12.9999
70;603652;11.02.2013;31.12.9999
70;603652;01.07.2014;31.12.9999
70;603652;01.04.2019;31.12.9999
70;603653;11.02.2013;31.12.9999
70;603653;01.12.2013;31.12.9999
70;603653;01.04.2019;31.12.9999
70;603654;11.02.2013;31.12.9999
70;603654;01.01.2015;31.12.9999
70;603654;14.03.2018;31.12.9999
70;603654;23.07.2018;31.12.9999
70;603655;11.02.2013;31.12.9999
70;603655;01.07.2014;31.12.9999
70;603655;01.04.2019;31.12.9999
70;603665;11.06.1990;31.12.9999
70;603665;01.01.2016;31.12.9999
70;603666;20.02.2012;31.12.9999
70;603666;07.05.2013;31.12.9999
70;603671;08.10.2012;31.12.9999
70;603672;09.10.2012;31.12.9999
70;603676;07.08.2018;31.12.9999
70;603677;07.03.2012;31.12.9999
70;603677;01.11.2017;31.12.9999
70;603678;01.01.2011;31.12.9999
70;603678;01.01.2019;31.12.9999
70;603683;03.08.2009;31.12.9999
70;603684;14.08.1991;31.12.9999
70;603685;21.12.2007;31.12.9999
70;603688;09.01.2017;31.12.9999
70;603689;21.11.2012;31.12.9999
70;603689;22.04.2014;31.12.9999
70;603689;11.10.2018;31.12.9999
70;603690;16.09.2019;31.12.9999
70;603697;17.10.2018;31.12.9999
70;603699;11.02.2013;31.12.9999
70;603699;01.01.2018;31.12.9999
70;603703;28.03.2011;31.12.9999
70;603704;06.06.2013;31.12.9999
70;603704;01.04.2019;31.12.9999
70;603706;09.01.2017;31.12.9999
70;603707;27.09.2013;31.12.9999
70;603708;17.09.2007;31.12.9999
70;603709;21.01.2002;31.12.9999
70;603710;24.02.2012;31.12.9999
70;603711;28.09.2012;31.12.9999
70;603712;07.09.2000;31.12.9999
70;603713;01.11.2019;31.12.9999
70;603714;01.01.2013;31.12.9999
70;603714;26.11.2019;31.12.9999
70;603715;06.08.2018;31.12.9999
70;603717;03.09.2018;31.12.9999
70;603719;01.07.2017;31.12.9999
70;603722;08.04.2019;31.12.9999
70;603724;01.11.2011;31.12.9999
70;603726;01.01.2013;31.12.9999
70;603728;23.09.2008;31.12.9999
70;603728;26.10.2015;31.12.9999
70;603730;01.07.2014;31.12.9999
70;603730;01.02.2015;31.12.9999
70;603730;01.04.2019;31.12.9999
70;603731;11.04.2011;31.12.9999
70;603731;11.02.2013;31.12.9999
70;603731;01.12.2013;31.12.9999
70;603731;01.04.2019;31.12.9999
70;603734;01.07.2014;31.12.9999
70;603734;01.01.2019;31.12.9999
70;603734;01.04.2019;31.12.9999
70;603736;01.01.2010;31.12.9999
70;603736;13.01.2011;31.12.9999
70;603738;25.04.2013;31.12.9999
70;603744;02.08.2017;31.12.9999
70;603746;15.08.2011;31.12.9999
70;603746;01.01.2012;31.12.9999
70;603746;01.01.2014;31.12.9999
70;603746;01.07.2014;31.12.9999
70;603746;22.11.2014;31.12.9999
70;603747;01.12.2019;31.12.9999
70;603749;19.11.2009;31.12.9999
70;603749;01.01.2013;31.12.9999
70;603749;01.01.2019;31.12.9999
70;603753;01.07.2014;31.12.9999
70;603753;01.04.2019;31.12.9999
70;603754;01.07.2014;31.12.9999
70;603754;01.04.2019;31.12.9999
70;603755;16.01.2009;31.12.9999
70;603755;01.01.2013;31.12.9999
70;603755;07.12.2020;31.12.9999
70;603757;01.04.2015;31.12.9999
70;603760;01.04.2013;31.12.9999
70;603760;01.07.2014;31.12.9999
70;603760;01.07.2016;31.12.9999
70;603763;01.06.2012;31.12.9999
70;603763;01.07.2014;31.12.9999
70;603763;09.07.2019;31.12.9999
70;603764;27.12.2017;31.12.9999
70;603764;01.03.2018;31.12.9999
70;603764;11.03.2019;31.12.9999
70;603764;01.04.2019;31.12.9999
70;603767;01.09.2015;31.12.9999
70;603767;16.04.2020;31.12.9999
70;603769;05.11.2009;31.12.9999
70;603769;12.02.2014;31.12.9999
70;603770;01.01.2012;31.12.9999
70;603770;01.07.2014;31.12.9999
70;603771;07.05.2013;31.12.9999
70;603771;01.07.2014;31.12.9999
70;603772;17.01.2011;31.12.9999
70;603772;05.08.2020;31.12.9999
70;603774;01.04.2013;31.12.9999
70;603774;07.04.2014;31.12.9999
70;603774;01.07.2014;31.12.9999
70;603774;16.02.2017;31.12.9999
70;603774;01.01.2018;31.12.9999
70;603775;07.12.2000;31.12.9999
70;603775;01.06.2011;31.12.9999
70;603775;01.01.2014;31.12.9999
70;603775;01.08.2015;31.12.9999
70;603776;28.05.2012;31.12.9999
70;603776;01.02.2014;31.12.9999
70;603777;02.01.2010;31.12.9999
70;603777;16.07.2013;31.12.9999
70;603777;01.11.2017;31.12.9999
70;603778;20.12.2013;31.12.9999
70;603778;01.01.2018;31.12.9999
70;603779;18.02.2010;31.12.9999
70;603779;01.01.2013;31.12.9999
70;603779;03.03.2015;31.12.9999
70;603779;01.03.2020;31.12.9999
70;603780;22.09.2009;31.12.9999
70;603780;01.01.2013;31.12.9999
70;603780;01.04.2015;31.12.9999
70;603780;01.07.2020;31.12.9999
70;603782;09.11.2016;31.12.9999
70;603784;01.01.2011;31.12.9999
70;603784;01.01.2019;31.12.9999
70;603786;01.08.2013;31.12.9999
70;603786;01.12.2013;31.12.9999
70;603786;01.07.2014;31.12.9999
70;603787;02.10.2017;31.12.9999
70;603788;01.01.2010;31.12.9999
70;603788;06.07.2017;31.12.9999
70;603788;01.04.2019;31.12.9999
70;603789;20.12.2013;31.12.9999
70;603789;01.01.2017;31.12.9999
70;603789;01.01.2019;31.12.9999
70;603790;01.01.2013;31.12.9999
70;603790;06.11.2019;31.12.9999
70;603791;01.05.2013;31.12.9999
70;603791;24.02.2014;31.12.9999
70;603791;01.01.2017;31.12.9999
70;603792;06.02.2012;31.12.9999
70;603792;23.07.2013;31.12.9999
70;603793;01.05.2013;31.12.9999
70;603793;01.01.2016;31.12.9999
70;603793;01.01.2019;31.12.9999
70;603794;01.01.2013;31.12.9999
70;603794;01.01.2017;31.12.9999
70;603794;01.01.2019;31.12.9999
70;603795;01.05.2013;31.12.9999
70;603795;01.03.2014;31.12.9999
70;603795;01.01.2016;31.12.9999
70;603796;12.08.2002;31.12.9999
70;603796;01.01.2016;31.12.9999
70;603796;06.10.2017;31.12.9999
70;603796;01.08.2018;31.12.9999
70;603796;08.10.2018;31.12.9999
70;603796;03.06.2019;31.12.9999
70;603798;01.01.2010;31.12.9999
