;Табельный номер;Количество ошибок
5362;615475;3
5363;615476;3
5364;615480;2
5365;615482;3
5366;615483;3
5367;615486;2
5368;615487;4
5369;615490;3
5370;615492;2
5371;615493;4
5372;615495;3
5373;615496;3
5374;615497;3
5375;615498;2
5376;615502;2
5377;615504;3
5378;615506;2
5379;615508;3
5380;615510;2
5381;615511;4
5382;615512;2
5383;615513;2
5384;615514;3
5385;615515;3
5386;615516;2
5387;615518;3
5388;615519;4
5389;615521;3
5390;615522;4
5391;615524;2
5392;615527;3
5393;615529;2
5394;615530;3
5395;615531;4
5396;615537;2
5397;615538;3
5398;615539;3
5399;615545;2
5400;615550;2
5401;615551;2
5402;615552;2
5403;615553;4
5404;615554;2
5405;615555;2
5406;615556;4
5407;615558;2
5408;615565;4
5409;615566;3
5410;615568;3
5411;615569;2
5412;615570;3
5413;615571;5
5414;615572;3
5415;615575;2
5416;615577;2
5417;615580;2
5418;615581;2
5419;615582;2
5420;615583;3
5421;615584;2
5422;615586;2
5423;615587;2
5424;615590;3
5425;615592;2
5426;615596;3
5427;615597;2
5428;615598;2
5429;615599;3
5430;615600;2
5431;615601;3
5432;615603;3
5433;615604;2
5434;615606;3
5435;615608;2
5436;615609;2
5437;615611;4
5438;615612;3
5439;615614;3
5440;615615;2
5441;615616;2
5442;615617;2
5443;615618;2
5444;615619;2
5445;615625;2
5446;615626;4
5447;615627;2
5448;615628;3
5449;615630;2
5450;615631;2
5451;615632;2
5452;615636;5
5453;615637;2
5454;615638;2
5455;615639;5
5456;615644;4
5457;615645;2
5458;615646;4
5459;615649;4
5460;615651;2
5461;615652;2
5462;615653;3
5463;615654;2
5464;615655;3
5465;615657;2
5466;615659;2
5467;615660;2
5468;615661;2
5469;615664;2
5470;615665;2
5471;615666;2
5472;615668;5
5473;615670;2
5474;615671;4
5475;615675;3
5476;615676;2
5477;615677;2
5478;615679;2
5479;615681;3
5480;615682;2
5481;615683;2
5482;615684;2
5483;615688;3
5484;615689;2
5485;615691;3
5486;615692;3
5487;615694;5
5488;615696;2
5489;615698;4
5490;615700;5
5491;615701;2
5492;615703;2
5493;615704;2
5494;615706;2
5495;615707;2
5496;615708;2
5497;615709;2
5498;615710;2
5499;615713;2
5500;615714;4
5501;615715;4
5502;615716;3
5503;615718;2
5504;615719;6
5505;615720;4
5506;615722;4
5507;615724;2
5508;615726;2
5509;615728;2
5510;615729;3
5511;615733;2
5512;615735;4
5513;615737;2
5514;615738;2
5515;615740;2
5516;615743;3
5517;615744;3
5518;615746;2
5519;615749;2
5520;615750;2
5521;615751;4
5522;615752;3
5523;615756;2
5524;615757;4
5525;615759;2
5526;615760;7
5527;615761;3
5528;615762;2
5529;615764;2
5530;615769;2
5531;615772;2
5532;615776;2
5533;615777;3
5534;615780;2
5535;615781;2
5536;615782;2
5537;615783;2
5538;615784;3
5539;615791;2
5540;615793;3
5541;615795;2
5542;615797;2
5543;615798;3
5544;615799;2
5545;615800;4
5546;615801;3
5547;615803;4
5548;615805;5
5549;615806;2
5550;615808;7
5551;615810;2
5552;615811;2
5553;615812;4
5554;615813;4
5555;615814;2
5556;615816;2
5557;615817;3
5558;615819;2
5559;615822;4
5560;615823;2
5561;615825;2
5562;615826;4
5563;615828;2
5564;615830;4
5565;615835;3
5566;615836;2
5567;615839;2
5568;615842;2
5569;615844;2
5570;615847;3
5571;615851;2
5572;615852;3
5573;615853;2
5574;615854;2
5575;615856;2
5576;615858;2
5577;615859;2
5578;615861;2
5579;615865;2
5580;615866;4
5581;615867;2
5582;615868;3
5583;615869;3
5584;615870;2
5585;615872;2
5586;615874;3
5587;615876;5
5588;615877;3
5589;615878;3
5590;615879;4
5591;615880;2
5592;615881;2
5593;615882;5
5594;615884;2
5595;615885;2
5596;615888;2
5597;615889;3
5598;615891;3
5599;615893;2
5600;615898;2
5601;615899;2
5602;615904;3
5603;615905;2
5604;615910;2
5605;615913;2
5606;615915;2
5607;615918;2
5608;615921;2
5609;615922;7
5610;615924;3
5611;615932;3
5612;615935;4
5613;615937;3
5614;615938;2
5615;615939;2
5616;615940;3
5617;615941;3
5618;615942;2
5619;615943;3
5620;615949;2
5621;615952;2
5622;615953;2
5623;615954;2
5624;615958;4
5625;615961;3
5626;615964;2
5627;615969;2
5628;615972;3
5629;615973;2
5630;615977;2
5631;615979;3
5632;615980;2
5633;615983;3
5634;615988;4
5635;615990;3
5636;615991;2
5637;615992;3
5638;615995;2
5639;615999;2
5640;616003;3
5641;616004;2
5642;616005;2
5643;616007;3
5644;616008;2
5645;616009;2
5646;616010;2
5647;616021;3
5648;616022;2
5649;616024;3
5650;616026;3
5651;616027;2
5652;616028;2
5653;616030;3
5654;616031;3
5655;616033;3
5656;616034;2
5657;616035;3
5658;616036;2
5659;616037;3
5660;616038;3
5661;616039;4
5662;616040;4
5663;616042;4
5664;616043;3
5665;616048;2
5666;616049;2
5667;616050;2
5668;616053;2
5669;616054;2
5670;616058;2
5671;616060;2
5672;616061;2
5673;616065;3
5674;616067;3
5675;616068;3
5676;616069;2
5677;616071;2
5678;616073;3
5679;616074;3
5680;616075;2
5681;616079;2
5682;616080;2
5683;616082;2
5684;616083;5
5685;616084;2
5686;616085;2
5687;616088;2
5688;616089;2
5689;616093;3
5690;616094;3
5691;616095;2
5692;616096;2
5693;616098;2
5694;616102;2
5695;616103;2
5696;616104;2
5697;616106;2
5698;616107;2
5699;616108;2
5700;616114;2
5701;616115;4
5702;616116;2
5703;616117;2
5704;616121;2
5705;616124;2
5706;616125;2
5707;616126;4
5708;616127;2
5709;616131;2
5710;616133;3
5711;616140;4
5712;616144;4
5713;616146;2
5714;616148;2
5715;616150;2
5716;616157;3
5717;616163;2
5718;616165;2
5719;616166;2
5720;616171;2
5721;616172;3
5722;616175;3
5723;616176;2
5724;616177;2
5725;616178;2
5726;616180;2
5727;616182;2
5728;616184;2
5729;616185;2
5730;616188;2
5731;616193;2
5732;616194;2
5733;616195;2
5734;616198;2
5735;616199;2
5736;616206;2
5737;616207;3
5738;616208;2
5739;616211;2
5740;616222;2
5741;616227;2
5742;616228;3
5743;616229;2
5744;616231;2
5745;616233;2
5746;616234;3
5747;616238;2
5748;616243;3
5749;616245;3
5750;616246;3
5751;616248;2
5752;616251;2
5753;616252;3
5754;616260;2
5755;616262;4
5756;616264;3
5757;616267;3
5758;616273;5
5759;616274;4
5760;616275;3
5761;616276;4
5762;616284;2
5763;616285;2
5764;616286;2
5765;616291;3
5766;616304;4
5767;616305;3
5768;616307;2
5769;616308;2
5770;616334;3
5771;616335;2
5772;616347;2
5773;616352;2
5774;616360;2
5775;616361;2
5776;616363;2
5777;616365;4
5778;616366;2
5779;616367;5
5780;616370;2
5781;616376;2
5782;616381;2
5783;616382;2
5784;616383;3
5785;616388;2
5786;616389;2
5787;616390;2
5788;616392;2
5789;616393;2
5790;616395;2
5791;616396;2
5792;616397;2
5793;616398;2
5794;616399;2
5795;616404;2
5796;616405;2
5797;616407;2
5798;616409;2
5799;616410;3
5800;616416;2
5801;616427;2
5802;616428;3
5803;616429;2
5804;616434;3
5805;616435;2
5806;616440;2
5807;616441;2
5808;616443;2
5809;616445;2
5810;616449;3
5811;616452;2
5812;616453;3
5813;616454;2
5814;616457;3
5815;616458;3
5816;616460;2
5817;616462;2
5818;616465;2
5819;616466;2
5820;616467;3
5821;616468;3
5822;616471;2
5823;616472;2
5824;616473;3
5825;616476;2
5826;616479;3
5827;616480;2
5828;616483;2
5829;616495;3
5830;616497;3
5831;616563;2
5832;616568;2
5833;616569;2
5834;616570;2
5835;616572;2
5836;616573;3
5837;616574;2
5838;616576;2
5839;616578;2
5840;616579;2
5841;616580;2
5842;616581;2
5843;616583;2
5844;616584;2
5845;616588;2
5846;616591;2
5847;616593;2
5848;616594;3
5849;616598;3
5850;616599;2
5851;616605;2
5852;616608;2
5853;616615;3
5854;616619;3
5855;616621;3
5856;616625;2
5857;616628;2
5858;616630;2
5859;616631;3
5860;616635;2
5861;616638;2
5862;616640;2
5863;616641;4
5864;616642;2
5865;616644;2
5866;616645;3
5867;616651;2
5868;616653;2
5869;616654;2
5870;616657;2
5871;616658;2
5872;616661;2
5873;616663;2
5874;616665;2
5875;616667;2
5876;616670;3
5877;616671;2
5878;616672;2
5879;616677;2
5880;616683;3
5881;616685;2
5882;616695;2
5883;616696;2
5884;616698;2
5885;616705;2
5886;616706;2
5887;616709;2
5888;616722;2
5889;616723;2
5890;616725;2
5891;616728;3
5892;616734;2
5893;616738;2
5894;616739;2
5895;616740;2
5896;616743;3
5897;616753;2
5898;616760;4
5899;616761;3
5900;616763;2
5901;616768;2
5902;616776;2
5903;616791;2
5904;616793;2
5905;616817;2
5906;616821;2
5907;616829;2
5908;616832;2
5909;616835;2
5910;616837;3
5911;616838;2
5912;616862;2
5913;616865;2
5914;616867;2
5915;616869;3
5916;616871;2
5917;616877;2
5918;616878;2
5919;616879;3
5920;616881;2
5921;616891;2
5922;616895;2
5923;616897;2
5924;616908;2
5925;616916;2
5926;616918;2
5927;616920;2
5928;616926;2
5929;616927;2
5930;616929;2
5931;616932;2
5932;616939;2
5933;616942;3
5934;616946;3
5935;616949;4
5936;616951;2
5937;616958;2
5938;616963;4
5939;616964;2
5940;616965;4
5941;616967;3
5942;616968;2
5943;616969;3
5944;616970;3
5945;616973;2
5946;616988;2
5947;616989;2
5948;616994;2
5949;616996;2
5950;616997;2
5951;616998;3
5952;617005;3
5953;617022;3
5954;617028;2
5955;617033;3
5956;617034;2
5957;617038;4
5958;617041;2
5959;617048;2
5960;617052;4
5961;617057;2
5962;617064;2
5963;617065;2
5964;617070;2
5965;617071;2
5966;617074;2
5967;617075;2
5968;617083;2
5969;617090;2
5970;617092;2
5971;617094;2
5972;617095;2
5973;617098;3
5974;617102;2
5975;617104;2
5976;617117;2
5977;617118;4
5978;617131;2
5979;617137;2
5980;617143;2
5981;617144;2
5982;617149;2
5983;617151;2
5984;617153;3
5985;617155;2
5986;617158;2
5987;617161;2
5988;617162;3
5989;617164;3
5990;617165;2
5991;617171;2
5992;617175;2
5993;617180;4
5994;617184;2
5995;617186;3
5996;617195;2
5997;617210;2
5998;617215;2
5999;617219;3
6000;617221;2
6001;617223;2
6002;617224;3
6003;617226;2
6004;617227;2
6005;617228;2
6006;617231;2
6007;617232;2
6008;617241;2
6009;617244;2
6010;617261;2
6011;617264;3
6012;617265;3
6013;617270;2
6014;617273;2
6015;617275;2
6016;617281;2
6017;617282;3
6018;617288;2
6019;617301;2
6020;617305;2
6021;617308;2
6022;617321;2
6023;617323;2
6024;617329;2
6025;617353;4
6026;617355;2
6027;617357;3
6028;617359;2
6029;617360;2
6030;617361;3
6031;617362;2
6032;617363;2
6033;617364;3
6034;617371;2
6035;617373;2
6036;617374;3
6037;617375;2
6038;617382;2
6039;617390;2
6040;617391;2
6041;617397;3
6042;617400;2
6043;617408;2
6044;617410;2
6045;617422;2
6046;617424;2
6047;617427;2
6048;617449;2
6049;617451;2
6050;617459;2
6051;617467;3
6052;617473;2
6053;617477;2
6054;617479;3
6055;617480;3
6056;617483;4
6057;617484;5
6058;617485;2
6059;617495;2
6060;617508;2
6061;617511;2
6062;617520;2
6063;617538;2
6064;617539;2
6065;617541;2
6066;617553;2
6067;617558;3
6068;617562;2
6069;617565;3
6070;617573;2
6071;617621;2
6072;617625;2
6073;617633;2
6074;617641;2
6075;617643;2
6076;617648;2
6077;617656;2
6078;617678;2
6079;617681;2
6080;617682;4
6081;617688;2
6082;617694;2
6083;617695;3
6084;617696;2
6085;617717;2
6086;617720;2
6087;617721;2
6088;617733;2
6089;617734;2
6090;617735;2
6091;617737;2
6092;617749;2
6093;617767;2
6094;617769;2
6095;617772;2
6096;617826;2
6097;617867;2
6098;617871;2
6099;617872;2
6100;617874;2
6101;617879;2
6102;617884;2
6103;617889;2
6104;617897;2
6105;617901;3
6106;617905;5
6107;617906;3
6108;617913;2
6109;617914;3
6110;617918;2
6111;617919;3
6112;617920;2
6113;617926;2
6114;617930;2
6115;617940;2
6116;617941;2
6117;617942;2
6118;617943;3
6119;617945;3
6120;617946;2
6121;617947;2
6122;617949;2
6123;617958;3
6124;617959;2
6125;617962;2
6126;617968;2
6127;617978;2
6128;618018;2
6129;618019;2
6130;618028;2
6131;618030;2
6132;618036;2
6133;618046;2
6134;618051;2
6135;618055;2
6136;618060;2
6137;618081;2
6138;618089;2
6139;618120;2
6140;618138;2
6141;618144;3
6142;618160;2
6143;618170;2
6144;618222;2
6145;618228;2
6146;633399;2
6147;633470;2
6148;634070;2
6149;634355;3
6150;634398;2
6151;634434;2
6152;634643;2
6153;634849;2
6154;634922;2
6155;634925;2
6156;635022;2
6157;635075;2
6158;635184;2
